Location,Artist,"Song Title"
GP-0268,"Marshmello ft. CHVRCHES","Here With Me "
GP-0269,"Jennifer Lopez ft. Montana","Medicine "
GP-0270,"Jonas Brothers","Cool "
GP-0271,Pink,"Hustle "
GP-0272,"5 Seconds Of Summer","Easier "
GP-0273,"Ariana Grande","Better Off "
GP-0274,"Ariana Grande","Needy "
GP-0276,"Ava Max","So Am I "
GP-0277,"Benny Blanco & Calvin Harris","I Found You "
GP-0279,"Dan & Shay","Tequila "
GP-0280,"Dean Lewis","7 Minutes "
GP-0282,"James Arthur","Falling Like The Stars"
GP-0283,"James Bay ft. Julia Michaels","Peer Pressure "
GP-0284,Mabel,"Don't Call Me Up"
GP-0285,Mabel,"Mad Love"
GP-0286,"Zara Larsson","All The Time  "
GP-0287,"Lil Nas X ft. Billy Ray Cyrus","Old Town Road"
GP-0288,"Mark Ronson ft. Miley Cyrus","Nothing Breaks Like A Heart "
GP-0289,"Meduza ft. Goodboys","Piece Of Your Heart "
GP-0290,"Panic At The Disco","Dancing's Not A Crime "
GP-0291,Stormzy,"Vossi Bop "
GP-0292,"Ariana Grande","Bad Idea "
GP-0293,Banners,"Got It In You (Acoustic) "
GP-0294,"Billie Eilish","Party Favor "
GP-0295,"Ed Sheeran ft. Khalid","Beautiful People "
GP-0296,"Ed Sheeran & Chris Stapleton & Bruno Mars","BLOW "
GP-0297,"Katy Perry","Never Really Over "
GP-0298,"Little Mix","Bounce Back "
GP-0299,"Mark Ronson ft. Camila Cabello","Find U Again "
GP-0300,"Miley Cyrus","Mother's Daughter "
GP-0301,"Ocean Alley","Confidence "
GP-0302,"Pink ft. Cash Cash","Can We Pretend "
GP-0303,"Panic At The Disco","GirlsGirlsBoys "
GP-0304,"Post Malone","Wow "
GP-0305,"Rita Ora","Only Want You "
GP-0306,"Taylor Swift","You Need to Calm Down "
GP-0307,Westlife,"Hello My Love "
GP-0308,"Blanco Brown & Lainey Wilson","The Git Up "
GP-0309,"Dominic Fike","3 Nights "
GP-0310,"Freya Ridings","Castles "
GP-0311,"Gesaffelstein ft. The Weeknd","Lost In The Fire "
GP-0312,"Jax Jones & Years & Years","Play  "
GP-0313,"Jonas Blue ft. Theresa Rex","What I Like About You "
GP-0314,"Jonas Brothers","Sucker "
GP-0315,"Kehlani ft. Ty Dolla $ign","Nights Like This "
GP-0316,"Khalid & Disclosure","Talk "
GP-0317,"Kygo & Whitney Houston","Higher Love "
GP-0319,"Lil Dicky","Earth "
GP-0320,"Lil Nas X","Panini "
GP-0321,"Maggie Rogers","Light On "
GP-0322,"Meek Mill ft. Drake","Going Bad "
GP-0323,"Naomi Scott","Speechless "
GP-0324,NSG,"Options "
GP-0325,Pink,"Walk Me Home "
GP-0326,"Pink ft. Wrabel","90 Days "
GP-0327,"Sam Smith & Normani","Dancing With A Stranger "
GP-0328,"Shawn Mendes & Camila Cabello","Señorita "
GP-0329,"Billie Eilish","I Wish You Were Gay "
GP-0330,"The 1975","Sincerity Is Scary "
GP-0331,"Chainsmokers ft. 5 Seconds Of Summer","Who Do You love "
GP-0332,"Lady Gaga & Bradley Cooper","Shallow "
GP-0333,"George Ezra","Shotgun "
GP-0334,"Ariana Grande & Social House","Boyfriend "
GP-0335,"Taylor Swift","The Man "
GP-0336,"A Great Big World ft. Christina Aguilera ","Say Something"
GP-0337,"ABBA ","Money Money Money"
GP-0339,"Aladdin ","Never Had A Friend Like Me"
GP-0340,"Alicia Keys","No One"
GP-0342,"Anastacia ","I'm Outta Love"
GP-0343,"Anne-Marie ",2002
GP-0344,"Aqua ","Barbie Girl"
GP-0346,"Ariana Grande ","Thank U, Next"
GP-0347,"Ava Max ","Sweet But Psycho"
GP-0350,"The Beatles","Hard Days Night"
GP-0352,"The Beatles","Twist and Shout"
GP-0353,"Bee Gees ","Stayin' Alive"
GP-0354,"Bellamy Brothers ","Let Your Love Flow"
GP-0357,"Bill Haley & The Comets ","Rock Around The Clock"
GP-0359,"Bill Withers ","Lean On Me"
GP-0360,"Billie Eilish","Bad Guy"
GP-0361,"Birdy ","Skinny Love"
GP-0362,"Blues Brothers ","Shake A Tail Feather"
GP-0363,"Bob Marley ","One Love"
GP-0364,"Bon Jovi ",Always
GP-0365,"Boyzone ",Words
GP-0366,"Bruno Mars ","Locked Out Of Heaven"
GP-0367,"Bruno Mars ","That's What I Like"
GP-0369,"Buddy Holly ","Peggy Sue"
GP-0370,"Buddy Holly ","True Love Ways"
GP-0371,"Calvin Harris & Sam Smith ",Promises
GP-0372,"Carly Simon ","You're So Vain"
GP-0373,"Carpenters ","We've Only Just Begun"
GP-0376,"Charlie & The Chocolate Factory","Oompa Loompa"
GP-0377,"Charlie Puth ",Dangerously
GP-0378,"Chas & Dave ","Ain't No Pleasing You"
GP-0380,"Chess ","I Know Him So Well"
GP-0383,"Christina Perri ","Jar Of Hearts"
GP-0384,"Christmas ","Silent Night"
GP-0385,"Chuck Berry ","No Particular Place To Go"
GP-0386,"Commodores ",Easy
GP-0387,"Creedence Clearwater Revival ","Bad Moon Rising"
GP-0389,"David Bowie ","Space Oddity"
GP-0390,"David Guetta ft. Sia ",Titanium
GP-0391,"Deacon Blue ",Dignity
GP-0392,"Dean Martin ","Little Ole Wine Drinker Me"
GP-0394,"Disciples ","On My Mind"
GP-0395,"Dolly Parton ",Jolene
GP-0396,"Donna Summer ","Hot Stuff"
GP-0397,"Dua Lipa ","Swan Song"
GP-0399,"Eagles ","Lyin' Eyes"
GP-0403,"Elle King ","Ex's and Oh's"
GP-0404,"Elvis Presley ","Always On My Mind"
GP-0405,"Elvis Presley ","I Just Can't Help Believing"
GP-0406,"Elvis Presley ","The Wonder Of You"
GP-0410,"Fleetwood Mac ",Dreams
GP-0411,"Frank Sinatra ","Come Fly With Me"
GP-0412,"Frank Sinatra ","That's Life"
GP-0413,"Frozen ","In Summer"
GP-0414,"Gabriella Cilmi ","Sweet About Me"
GP-0416,"Girls Aloud ","Love Machine"
GP-0417,"Glen Campbell ","Rhinestone Cowboy"
GP-0418,"Goo Goo Dolls ",Iris
GP-0419,"John Travolta ","Greased Lightning"
GP-0420,"Greatest Showman ","The Other Side"
GP-0421,"Ike & Tina Turner ","River Deep Mountain High"
GP-0423,"Jackson 5 ","Blame It On The Boogie"
GP-0424,"James Arthur ",Impossible
GP-0425,"James Blunt ","You're Beautiful"
GP-0426,"Jason Derulo ",Colors
GP-0427,"Jason Donovan ","Any Dream Will Do"
GP-0428,"Jess Glynne ","Hold My Hand"
GP-0430,"John Denver ","Annie's Song"
GP-0431,"John Newman ","Love Me Again"
GP-0432,"Johnny Cash ","I Walk The Line"
GP-0434,"JP Cooper ","September Song"
GP-0435,"Justin Bieber ",Boyfriend
GP-0436,"Kaiser Chiefs ","I Predict A Riot"
GP-0442,"Khalid ",Better
GP-0443,"Kinks ","All Day and All Of The Night"
GP-0446,"Lady Antebellum ","Need You Now"
GP-0447,"Lady Gaga ","Poker Face"
GP-0448,"Lady Gaga (A Star Is Born) ","Always Remember Us This Way"
GP-0449,"Lana Del Rey ","Video Games"
GP-0450,"Les Miserables","Bring Him Home"
GP-0451,"Lewis Capaldi ","Someone You Loved"
GP-0452,"Lil Dicky ft. Chris Brown ","Freaky Friday"
GP-0453,"Lily Allen ","Not Fair"
GP-0456,"Little Mix ft. Nicki Minaj ","Woman Like Me"
GP-0457,"Little Richard ","Tutti Frutti"
GP-0458,"Lizzo ","Truth Hurts"
GP-0459,"Lorde ","Green Light"
GP-0460,"Louis Tomlinson ","Two Of Us"
GP-0461,"Luther Vandross ","Dance With My Father"
GP-0462,"Lynyrd Skynyrd ","Sweet Home Alabama"
GP-0463,"Machine Gun Kelly ft. Camila Cabello ","Bad Things"
GP-0465,"Madonna ","Santa Baby"
GP-0466,"Maroon 5 ft. Cardi B ","Girls Like You"
GP-0467,"Marshmello & Anne-Marie ",FRIENDS
GP-0468,"Mary Poppins ",Supercalifragilisticexpialidocious
GP-0469,McFly,"5 Colours In Her Hair"
GP-0470,"Meghan Trainor ","Lips Are Movin'"
GP-0471,"Michael Buble ",Home
GP-0473,"MK ",17
GP-0476,"Nirvana ","Smells Like Teen Spirit"
GP-0478,"Olly Murs ","Dance With Me Tonight"
GP-0481,"Outkast ","Hey Ya"
GP-0482,"Paramore ","Hard Times"
GP-0484,"Pink ","Video Games"
GP-0485,"Pink ft. Nate Ruess ","Just Give Me A Reason"
GP-0486,"Pinocchio ","When You Wish Upon A Star"
GP-0487,"Professor Green & Emeli Sande ","Read All About It"
GP-0488,"Rak-Su ft. Wyclef Jean & Naughty Boy ",Dimelo
GP-0489,"Ray Parker Junior ",Ghostbusters
GP-0491,"Right Said Fred ","I'm Too Sexy"
GP-0492,"Rihanna ","Only Girl (In The World)"
GP-0493,"Rihanna ft. Calvin Harris ","We Found Love"
GP-0494,"Rita Ora ","Let You Love Me"
GP-0495,"Robbie Williams ","Mr Bojangles"
GP-0496,"Rod Stewart ","You Wear It Well"
GP-0498,"Roy Orbison ","Only The Lonely"
GP-0499,"S Club 7 ",Reach
GP-0500,"Sandi Thom ","I Wish I Was A Punk Rocker"
GP-0501,"Script ","The Man Who Can't Be Moved"
GP-0502,"Seal ","Kiss From A Rose"
GP-0503,"Selena Gomez & Marshmello ",Wolves
GP-0504,"Shakin' Stevens ","Merry Christmas Everyone"
GP-0505,"Shawn Mendes ","In My Blood"
GP-0507,"Sia ",Chandelier
GP-0508,"Sam Smith ","Money On My Mind"
GP-0509,"Slade ","Merry Xmas Everybody"
GP-0510,"Spandau Ballet ",True
GP-0512,"Steps ",Tragedy
GP-0513,"Starley ","Call On Me"
GP-0514,"Stevie Wonder ",Superstition
GP-0515,"Sugababes ","About You Now"
GP-0517,"Take That ","Greatest Day"
GP-0518,"Take That ",Shine
GP-0519,"Taylor Swift ","Love Story"
GP-0521,"Tom Jones ","Sex Bomb"
GP-0522,"Tom Jones & Cerys Matthews ","Baby It's Cold Outside"
GP-0523,"Tom Walker ","Leave A Light On"
GP-0524,"Traditional ","Happy Birthday"
GP-0525,"Train ","Play That Song"
GP-0526,"UB40 ","Kingston Town"
GP-0528,"Vanilla Ice","Ice Ice Baby"
GP-0529,"Wet Wet Wet ","Love Is All Around"
GP-0530,"Wham! ","Last Christmas"
GP-0533,"Wizard Of Oz ","We're Off To See The Wizard"
GP-0534,"Years & Years ",Sanctify
GP-0535,"Zayn & Taylor Swift","I Don’t Wanna Live Forever"
GP-0536,"Mental As Anything","Live It Up"
GP-0537,Baccara,"Yes Sir, I can Boogie"
GP-0538,"Billy Ocean","Red Light Spells Danger"
GP-0539,"Bob Marley","Buffalo Soldier"
GP-0540,"Earth Wind & Fire",September
GP-0541,"Rufus & Chaka Khan","Ain't Nobody"
GP-0542,"Paolo Nutini",Candy
GP-0543,"Paolo Nutini","Last Request"
GP-0544,"Harry Styles","Adore You"
GP-0545,"Harry Styles",Golden
GP-0546,"Harry Styles","Watermelon Sugar"
GP-0547,Oasis,"Rock n Roll Star"
GP-0548,Oasis,Supersonic
GP-0549,"Gerry Cinnamon","Where We're Going"
GP-0550,"Gerry Cinnamon",Belter
GP-0551,Wicked,"For Good"
GP-0552,"Clean Bandit ft. Anne Marie & Sean Paul",Rockabye
GP-0553,"Lewis Capaldi",Grace
GP-0554,"The Greatest Showman","A Million Dreams"
GP-0555,"Jess Glynne","I'll Be There"
GP-0556,"JP Cooper","Little Bit Of Love"
GP-0557,"Niall Horan","Black and White"
GP-0558,"The Script","For The First Time"
GP-0559,"Simple Minds","Don't You (Forget About Me)"
GP-0560,"Calum Scott","You Are The Reason"
GP-0561,"Greatest Showman","This Is Me"
GP-0562,"Darius Rucker","Wagon Wheel"
GP-0563,Proclaimers,"Life With You"
GP-0564,Waterboys,"Whole Of the Moon"
GP-0565,Placebo,"Every You Every Me"
GP-0566,Placebo,"Nancy Boy"
GP-0567,Pulp,"Disco 2000"
GP-0568,"Ocean Colour Scene","The Day We Caught The Train"
GP-0569,"The Courteeners","Not Nineteen Forever"
GP-0570,"The Coral","Dreaming of You"
GP-0571,Fratellis,"Chelsea Dagger"
GP-0572,"Blink 182","All The Small Things"
GP-0573,"Amy McDonald","Mr Rock n Roll"
GP-0574,"Foo Fighters","Times Like These"
GP-0575,"Foo Fighters",Everlong
GP-0576,"Arctic Monkeys","When The Sun Goes Down"
GP-0577,Offspring,"Pretty Fly (For A White Guy)"
GP-0578,Stereophonics,"Have A Nice Day"
GP-0579,Kooks,"She Moves In Her Own Way"
GP-0580,Libertines,"Don't Look Back Into The Sun"
GP-0581,Police,Roxanne
GP-0582,"Calum Scott","Dancing On My Own"
GP-0583,"Lynn Anderson","Rose Garden"
GP-0584,"Connie Francis","Stupid Cupid"
GP-0585,Queen,"We Are The Champions"
GP-0586,Kinks,"You Really Got Me"
GP-0587,Squeeze,"Up The Junction"
GP-0588,Drifters,"Under The Boardwalk"
GP-0589,"Jackie Wilson","Reet Petite"
GP-0590,"Elkie Brooks","Pearl's A Singer"
GP-0591,"Elkie Brooks","Don't Cry Out Loud"
GP-0592,"Four Seasons","December '63 (Oh What A Night)"
GP-0593,"David Gray",Babylon
GP-0594,"Fleetwood Mac",Everywhere
GP-0595,"Macy Gray","I Try"
GP-0596,"Bruno Mars ","24K Magic"
GP-0597,"Lukas Graham","7 Years"
GP-0599,"Rita Ora ",Anywhere
GP-0601,"Ariana Grande & John Legend","Beauty And The Beast"
GP-0602,"LunchMoney Lewis",Bills
GP-0605,Sia,"Cheap Thrills"
GP-0606,OMI,"Cheerleader (Felix Jaehn Remix)"
GP-0607,"The Chainsmokers ft. Halsey",Closer
GP-0608,"Major Lazer ft. Justin Bieber & MO","Cold Water"
GP-0609,"Luis Fonsi & Daddy Yankee ft. Justin Bieber",Despacito
GP-0610,"Portugal. The Man","Feel It Still"
GP-0611,Psy,"Gangnam Style"
GP-0613,"Carly Rae Jepsen ","I Really Like You"
GP-0615,"Ellie Goulding","Love Me Like You Do"
GP-0617,"Drake ft. Wizkid & Kyla","One Dance"
GP-0618,"Ariana Grande","One Last Time"
GP-0619,LMFAO,"Party Rock Anthem"
GP-0620,"Ed Sheeran",Perfect
GP-0623,"Ed Sheeran","Shape Of You"
GP-0624,"Little Mix","Shout Out To My Ex"
GP-0625,"Walk The Moon","Shut Up And Dance"
GP-0626,"Justin Bieber",Sorry
GP-0628,"Calvin Harris & Rihanna","This Is What You Came For"
GP-0630,"Shawn Mendes","Treat You Better"
GP-0632,Silento,"Watch Me (Whip Nae Nae)"
GP-0636,"Ariana Grande & Justin Bieber","Stuck With U"
GP-0637,"Ava Max","Kings And Queens"
GP-0638,"Billie Eilish","Everything I Wanted"
GP-0639,"Cardi B. ft. Megan Thee Stallion",WAP
GP-0640,"Doja Cat","Say So"
GP-0641,"Dua Lipa",Physical
GP-0642,"Ed Sheeran ft. Camila Cabello & Cardi B","South Of The Border"
GP-0643,"Eminem ft. Juice WRLD",Godzilla
GP-0644,"Frozen 2","Into The Unknown"
GP-0645,Halsey,"You Should Be Sad"
GP-0647,"Jonas Brothers","What A Man Gotta Do"
GP-0648,"Justin Bieber ft. Quavo",Intentions
GP-0649,"Lady Gaga & Ariana Grande","Rain On Me"
GP-0650,"Lewis Capaldi","Before You Go"
GP-0651,"Little Mix",Holiday
GP-0652,"Roddy Ricch","The Box"
GP-0653,"Stormzy ft. Ed Sheeran & Burna Boy","Own It"
GP-0654,"Taylor Swift ft. Bon Iver",Exile
GP-0655,"Tones & I","Dance Monkey"
GP-0656,"6ix9ine ft. Nicki Minaj",Trollz
GP-0657,"Becky Hill ft. Shift K3Y","Better Off Without You"
GP-0658,"Billie Eilish","No Time To Die"
GP-0659,"Clean Bandit & Mabel ft. 24kGoldn","Tick Tock"
GP-0660,Drake,"Toosie Slide"
GP-0661,"Dua Lipa","Don't Start Now"
GP-0662,"Ellie Goulding",River
GP-0663,"Future ft. Drake","Life Is Good"
GP-0664,"Great Big World & Christina Aguilera","Fall On Me"
GP-0666,"Jason Derulo","Savage Love"
GP-0667,"Justin Bieber",Yummy
GP-0668,"Lady Gaga","Stupid Love"
GP-0669,"Lewis Capaldi",Bruises
GP-0670,"Little Mix","Break Up Song"
GP-0671,"Megan Thee Stallion",Savage
GP-0672,"SAINt JHN","Roses (Imanbek Remix)"
GP-0673,"Taylor Swift",Cardigan
GP-0674,"The Weeknd","Blinding Light"
GP-0675,"Topic ft. A7S","Breaking Me"
GP-0676,"The Corrs","So Young"
GP-0677,"The Corrs",Breathless
GP-0678,B*Witched,"C'est La Vie"
GP-0679,"LeAnn Rimes","Can't Fight The Moonlight"
GP-0680,"Boomtown Rats","I Don't Like Mondays"
GP-0681,"Jeff Beck","Hi Ho Silver Lining"
GP-0682,Waterboys,"Fisherman's Blues"
GP-0683,"Deacon Blue ","Real Gone Kid"
GP-0684,"Lou Reed","Walk On The Wild Side"
GP-0685,Stranglers,"Golden Brown"
GP-0686,"Echo And The Bunnymen","Nothing Lasts Forever"
GP-0687,Blondie,"Sunday Girl"
GP-0688,"Mumford And Sons","I Will Wait"
GP-0689,"Andra Day","Rise Up"
GP-0690,"Candi Staton","Young Hearts Run Free"
GP-0691,"Kate Bush","Hounds of Love"
GP-0692,"Laura Branigan",Gloria
GP-0693,"The Corrs",Runaway
GP-0694,Yazoo,"Only You"
GP-0695,"Bing Crosby & David Bowie","Peace On Earth / Little Drummer Boy"
GP-0696,"Saint PHNX","Happy Place"
GP-0697,"The Kinks","Sunny Afternoon"
GP-0698,"Electric Light Orchestra","Mr Blue Sky"
GP-0699,"Talking Heads","Burning Down The House"
GP-0700,"Fern Kinney","Together We Are Beautiful"
GP-0701,"Danny Wilson","Mary's Prayer"
GP-0702,"Newton Faulkner","Dream Catch Me"
GP-0703,"Roger Miller","King Of The Road"
GP-0704,"Emeli Sande","Next To Me"
GP-0705,"Frankie Miller",Darlin'
GP-0706,"Harry Styles","As It Was"
GP-0707,"Johnny Cash ","Man In Black"
GP-0708,"Sam Fender","Seventeen Going Under"
GP-0709,TLC,Unpretty
GP-0710,TLC,Waterfalls
GP-0711,"Arctic Monkeys","Mardy Bum"
GP-0712,"Guns 'N' Roses","Welcome To The Jungle"
GP-0713,"Guns 'N' Roses","Paradise City"
GP-0714,"Green Day","Basket Case"
GP-0715,"Green Day","American Idiot"
GP-0716,"Amy Winehouse","Tears Dry On Their Own"
GP-0717,"Tom Grennan","Remind Me"
GP-0718,Killers,"All These Things That I've Done"
GP-0719,Killers,"When You Were Young"
GP-0720,"Katy Perry","California Gurls"
RP-0001,"4 Non Blondes ","What's Up"
RP-0006,"ABBA ","Super Trouper"
RP-0007,"ABBA ","Thank You For The Music"
RP-0008,"ABBA ",Waterloo
RP-0009,"AC/DC ","Highway To Hell"
RP-0011,"Adele ","Rolling In The Deep"
RP-0012,"Adele ","Set Fire To The Rain"
RP-0013,"Adele ",Skyfall
RP-0015,"Aerosmith ","I Don't Want To Miss A Thing"
RP-0019,"Alexandra Burke ",Hallelujah
RP-0023,"Amy Winehouse ",Rehab
RP-0025,"Animals ","House Of The Rising Sun"
RP-0026,"Annie Soundtrack ",Tomorrow
RP-0028,"Ariana Grande ft. Iggy Azalea ",Problem
RP-0029,"Avicii ","Hey Brother"
RP-0030,"Avicii ft. Aloe Blacc ","Wake Me Up"
RP-0032,"Backstreet Boys ","Everybody (Backstreet's Back)"
RP-0034,"Band Aid ","Do They Know It's Christmas"
RP-0036,"Barry Manilow ","Copacabana (At The Copa)"
RP-0037,"Bastille ",Pompeii
RP-0038,"The Beatles","A Hard Day's Night"
RP-0039,"The Beatles",Help!
RP-0040,"The Beatles","Hey Jude (Short Version)"
RP-0043,"Beautiful South ","A Little Time"
RP-0047,"Ben E. King ","Stand By Me"
RP-0048,"Bette Midler ","The Rose"
RP-0052,"Beyonce ","If I Were A Boy"
RP-0053,"Beyonce ",Listen
RP-0056,"Bill Withers ","Ain't No Sunshine"
RP-0057,"Billie Jo Spears ","Blanket On The Ground"
RP-0058,"Billy Joel ","Piano Man"
RP-0059,"Billy Joel ","She's Always A Woman"
RP-0060,"Billy Joel ","Uptown Girl"
RP-0061,"Billy Ray Cyrus ","Achy Breaky Heart"
RP-0063,"Black Eyed Peas ","I Gotta Feelin'"
RP-0064,"Blur ",Parklife
RP-0065,"Bob Marley ","Three Little Birds"
RP-0066,"Bobby Darin ","Mack The Knife"
RP-0069,"Bon Jovi ","Wanted Dead Or Alive"
RP-0073,"Brenda Lee ","Rockin' Around The Christmas Tree"
RP-0075,"Britney Spears ",Toxic
RP-0076,"Bruce Channel ","Hey! Baby"
RP-0078,"Bruce Springsteen ","Dancing In The Dark"
RP-0079,"Bruce Springsteen ","Thunder Road"
RP-0080,"Bruno Mars ","Just The Way You Are (Amazing)"
RP-0083,"Bruno Mars ","The Lazy Song"
RP-0084,"Bruno Mars ","When I Was Your Man"
RP-0085,"Bryan Adams ","(Everything I Do) I Do It For You"
RP-0089,"Buddy Holly ","That'll Be The Day"
RP-0091,"Carly Rae Jepsen ","Call Me Maybe"
RP-0092,"Carly Simon ","Nobody Does It Better"
RP-0095,"Carpenters ","Top Of The World"
RP-0098,"Celine Dion ","My Heart Will Go On"
RP-0099,"Celine Dion ","The First Time Ever I Saw Your Face"
RP-0103,"Chesney Hawkes ","The One And Only"
RP-0104,"Chicago ","All That Jazz"
RP-0106,"Chris Rea ","Driving Home For Christmas"
RP-0108,"Christina Perri ","A Thousand Years"
RP-0110,"Chuck Berry ","Johnny B. Goode"
RP-0112,"Clash ","Should I Stay Or Should I Go"
RP-0113,"Clean Bandit ft. Jess Glynne ","Rather Be"
RP-0114,"Coldplay ","Fix You"
RP-0115,"Coldplay ",Paradise
RP-0116,"Coldplay ","Viva La Vida"
RP-0118,"Commitments ","Mustang Sally"
RP-0120,"Coolio ","Gangsta's Paradise"
RP-0123,"Culture Club ","Karma Chameleon"
RP-0130,"David Bowie ",Starman
RP-0133,"Dean Martin ","Let It Snow! Let It Snow! Let It Snow!"
RP-0135,"Dean Martin ","That's Amore"
RP-0136,"Del Shannon ",Runaway
RP-0137,"Destiny's Child ","Say My Name"
RP-0142,"Dire Straits ","Romeo And Juliet"
RP-0143,"Dire Straits ","Walk Of Life"
RP-0146,"Don McLean ","American Pie"
RP-0148,"Duffy ",Mercy
RP-0151,"Eagles ",Desperado
RP-0152,"Eagles ","Hotel California"
RP-0154,"Ed Sheeran ","Lego House"
RP-0155,"Ed Sheeran ",Sing
RP-0156,"Ed Sheeran ","The A Team"
RP-0158,"Elaine Paige & Barbara Dickson ","I Know Him So Well"
RP-0160,"Ellie Goulding ",Burn
RP-0162,"Elton John ","I Guess That's Why They Call It The Blues"
RP-0163,"Elton John ","Rocket Man"
RP-0164,"Elton John ","Your Song"
RP-0167,"Elvis Presley ","Can't Help Falling In Love"
RP-0168,"Elvis Presley ","In The Ghetto"
RP-0172,"Emeli Sande ","Read All About It (Part III)"
RP-0174,"Erasure ","A Little Respect"
RP-0175,"Eric Clapton ","Wonderful Tonight"
RP-0177,"Eurythmics ","Sweet Dreams (Are Made Of This)"
RP-0179,"Extreme ","More Than Words"
RP-0182,"Fleetwood Mac ","Go Your Own Way"
RP-0183,"Florence + The Machine ","You've Got The Love"
RP-0184,"Foundations ","Build Me Up Buttercup"
RP-0186,"Frank Sinatra ","Fly Me To The Moon"
RP-0191,"Frankie Goes To Hollywood ","The Power Of Love"
RP-0192,"Free ","All Right Now"
RP-0193,"Frozen ","Do You Want To Build A Snowman"
RP-0194,"Frozen ","For The First Time In Forever"
RP-0195,"Frozen ","Love Is An Open Door"
RP-0196,"Fugees ","Killing Me Softly"
RP-0197,"Fun ft. Janelle Monae ","We Are Young"
RP-0201,"George Michael & Elton John ","Don't Let The Sun Go Down On Me"
RP-0202,"Gerry & The Pacemakers ","You'll Never Walk Alone"
RP-0203,"Glee Cast ","Defying Gravity"
RP-0209,"Gotye ft. Kimbra ","Somebody That I Used To Know"
RP-0210,"Guns 'N' Roses ","Sweet Child O' Mine"
RP-0211,"Heart ",Alone
RP-0212,"High School Musical ","Breaking Free"
RP-0214,"Hozier ","Take Me To Church"
RP-0216,"Icona Pop ","I Love It"
RP-0219,"Imagine Dragons ",Radioactive
RP-0223,"James ","Sit Down"
RP-0226,"Jason Derulo ",Trumpets
RP-0230,"Jessie J ",Domino
RP-0232,"Jessie J ft. Ariana Grande & Nicki Minaj ","Bang Bang"
RP-0235,"John Denver ","Take Me Home, Country Roads"
RP-0237,"John Lennon ",Imagine
RP-0240,"John Travolta & Olivia Newton-John","Summer Nights"
RP-0241,"John Travolta & Olivia Newton-John","The Grease Megamix"
RP-0242,"John Travolta & Olivia Newton-John","You're The One That I Want"
RP-0243,"Johnny Cash ","Folsom Prison Blues"
RP-0246,"Johnny Cash & June Carter ",Jackson
RP-0249,"Jungle Book ","I Wanna Be Like You"
RP-0250,"Justin Bieber ",Baby
RP-0252,"Justin Timberlake ",Mirrors
RP-0255,"Lady Gaga ","Bad Romance"
RP-0261,"Les Miserables ","Do You Hear The People Sing"
RP-0263,"Les Miserables ","On My Own"
RP-0264,"Lily Allen ","Somewhere Only We Know"
RP-0265,"Lion King ","Can You Feel The Love Tonight"
RP-0266,"Lion King ","Hakuna Matata"
RP-0267,"Lion King ","I Just Can't Wait To Be King"
RP-0270,"Lionel Richie ","Stuck On You"
RP-0271,"Little Mermaid ","Part Of Your World"
RP-0272,"Little Mermaid ","Under The Sea"
RP-0273,"Little Mix ",DNA
RP-0274,"Little Mix ",Move
RP-0275,"Little Mix ",Wings
RP-0276,"LMFAO ","Sexy And I Know It"
RP-0277,"Lorde ",Royals
RP-0278,"Louis Armstrong ","We Have All The Time In The World"
RP-0279,"Lumineers ","Ho Hey"
RP-0282,"Madness ","House Of Fun"
RP-0283,"Madness ","It Must Be Love"
RP-0285,"Madonna ","Don't Cry For Me Argentina"
RP-0288,"Madonna ","Material Girl"
RP-0289,"Magic ",Rude
RP-0291,"The Mamas & The Papas ","California Dreamin'"
RP-0292,"Mariah Carey ","All I Want For Christmas Is You"
RP-0293,"Mariah Carey ",Hero
RP-0295,"Mark Ronson ft. Amy Winehouse ",Valerie
RP-0298,"Mavericks ","Dance The Night Away"
RP-0299,"Meat Loaf ","Bat Out Of Hell"
RP-0300,"Meat Loaf ","I'd Do Anything For Love"
RP-0301,"Meat Loaf ","Paradise By The Dashboard Light"
RP-0302,"Meat Loaf ","Two Out Of Three Ain't Bad"
RP-0305,"Michael Buble ","Cry Me A River"
RP-0306,"Michael Buble ","Feeling Good"
RP-0307,"Michael Buble ","Haven't Met You Yet"
RP-0309,"Michael Jackson ","Beat It"
RP-0312,"Michael Jackson ",Thriller
RP-0313,"Miley Cyrus ","Party In The U.S.A."
RP-0314,"Miley Cyrus ","The Climb"
RP-0315,"Miley Cyrus ","We Can't Stop"
RP-0317,"Monkees ","Daydream Believer"
RP-0318,"Monkees ","I'm A Believer"
RP-0319,"Nancy Sinatra ","These Boots Are Made For Walkin'"
RP-0321,"Neil Diamond ","Forever In Blue Jeans"
RP-0323,"Neil Diamond ","Love On The Rocks"
RP-0324,"Neil Diamond ","Sweet Caroline"
RP-0328,"Oasis ","Champagne Supernova"
RP-0329,"Oasis ","Don't Look Back In Anger"
RP-0330,"Oasis ","She's Electric"
RP-0332,"Olivia Newton-John","Hopelessly Devoted To You"
RP-0334,"Olly Murs ","Dear Darlin'"
RP-0335,"Olly Murs ft. Travie McCoy ","Wrapped Up"
RP-0336,"Olly Murs ft. Flo Rida ",Troublemaker
RP-0338,"One Direction ","One Way Or Another (Teenage Kicks)"
RP-0340,"One Direction ","What Makes You Beautiful"
RP-0341,"One Direction ","You And I"
RP-0345,"Passenger ","Let Her Go"
RP-0347,"Paul Simon ","You Can Call Me Al"
RP-0348,"Pharrell Williams ",Happy
